2025-10-02 20:36:33 | INFO | [logger] global logger initialized → graph_log/flow_all.log
2025-10-02 20:36:33 | INFO | [single_step_demo] ========= WORKFLOW: single_step_demo =========
2025-10-02 20:36:33 | INFO | [single_step_demo] [prepare_io] inputs=3 outputs=1
2025-10-02 20:36:36 | INFO | [single_step_demo] [decide_semantic] llm.rerun=True reason=semantic changes in: inputs/a.csv, inputs/b/part1.csv, inputs/b/part2.csv
2025-10-02 20:36:36 | INFO | [single_step_demo] [combine] final_rerun=True reason=llm: semantic changes in: inputs/a.csv, inputs/b/part1.csv, inputs/b/part2.csv
2025-10-02 20:36:36 | INFO | [single_step_demo] [run_workflow] exec: /opt/anaconda3/envs/agent_env/bin/python single_step_demo.py --output results/merged.csv --inputs inputs/a.csv inputs/b/part1.csv inputs/b/part2.csv
2025-10-02 20:36:37 | INFO | [single_step_demo] [bk] updated
2025-10-02 20:36:37 | INFO | [single_step_demo] [validate] validated=False
2025-10-02 20:36:37 | INFO | [single_step_demo] [loop] not validated, retry attempt=2
2025-10-02 20:36:37 | INFO | [single_step_demo] [prepare_io] inputs=3 outputs=1
2025-10-02 20:36:41 | INFO | [single_step_demo] [decide_semantic] llm.rerun=False reason=no semantic change across inputs
2025-10-02 20:36:41 | INFO | [single_step_demo] [combine] final_rerun=False reason=
2025-10-02 20:36:41 | INFO | [single_step_demo] [run_workflow] skipped (no rerun)
2025-10-02 20:36:41 | INFO | [single_step_demo] [bk] updated
2025-10-02 20:36:41 | INFO | [single_step_demo] [validate] validated=True
2025-10-02 20:36:41 | INFO | [second_step_demo] ========= WORKFLOW: second_step_demo =========
2025-10-02 20:36:41 | INFO | [second_step_demo] [prepare_io] inputs=1 outputs=1
2025-10-02 20:36:43 | INFO | [second_step_demo] [decide_semantic] llm.rerun=True reason=semantic changes in: inputs/e.csv
2025-10-02 20:36:43 | INFO | [second_step_demo] [combine] final_rerun=True reason=llm: semantic changes in: inputs/e.csv
